RA Master,,,,,,,
Level,Operator,Circle,LRN,Model,ROUTING DETAILS,HLR Detail,Sub Level
9939,AIRTEL,BH,2726,GSM,Please route Through BTSL (AES),HLR1,
9940,AIRTEL,CH,3020,GSM,Please route Through BTSL (AES),HLR1,
9941,AIRCEL,CH,2101,GSM,Please route Through BTSL (AES),HLR1,
9942,AIRCEL,TN,2109,GSM,Please route Through BTSL (AES),CH HLR1,
9943,VODAFONE,TN,4101,GSM,Please route Through BTSL (AES),CH HLR1,
9944,AIRTEL,TN,3020,GSM,Please route Through BTSL (AES),HLR1,
9945,AIRTEL,KA,3002,GSM,Please route Through BTSL (AES),HLR1,
9946,VODAFONE,KL,3579,GSM,Please route Through BTSL (AES),HLR1,
9947,IDEA,KL,3072,GSM,Please route Through BTSL (AES),HLR1,
9948,IDEA,AP,3064,GSM,Please route Through BTSL (AES),HLR2,
9949,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),HLR1,
9950,AIRTEL,RJ,3025,GSM,Please route Through BTSL (AES),HLR2,
9951,IDEA,AP,3064,GSM,Please route Through BTSL (AES),HLR2,
9952,AIRTEL,TN,3020,GSM,Please route Through BTSL (AES),HLR1,
9953,VODAFONE,DL,4108,GSM,Please route Through BTSL (AES),HLR2,
9954,AIRTEL,AS,2725,GSM,Please route Through BTSL (AES),HLR1,
9955,AIRTEL,BH,2726,GSM,Please route Through BTSL (AES),"99551,3 HLR2 99550,2,4-9 HLR1",
9956,AIRTEL,UE,3021,GSM,Please route Through BTSL (AES),HLR1,
9957,AIRTEL,AS,2725,GSM,Please route Through BTSL (AES),HLR1,
9958,AIRTEL,DL,2727,GSM,Please route Through BTSL (AES),HLR2,
9959,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),HLR2,
9960,AIRTEL,MH,3006,GSM,Please route Through BTSL (AES),HLR1,
9961,IDEA,KL,3072,GSM,Please route Through BTSL (AES),HLR1,
9962,VODAFONE,CH,4120,GSM,Please route Through BTSL (AES),HLR1,
9963,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),HLR2,
9964,IDEA,KA,3205,GSM,Please route Through BTSL (AES),HLR2,
9965,AIRCEL,TN,2109,GSM,Please route Through BTSL (AES),CH HLR1,
9966,VODAFONE,AP,4109,GSM,Please route Through BTSL (AES),HLR2,
9967,AIRTEL,MB,3007,GSM,Please route Through BTSL (AES),HLR1,
9968,Dolphin MTNL,DL,3106,GSM,Please route Through BTSL (AES),HLR2,
9969,Dolphin MTNL,MB,3107,GSM,Please route Through BTSL (AES),HLR2,
9970,AIRTEL,MH,3006,GSM,Please route Through BTSL (AES),99700-4  HLR1  & 99705-9 HLR2,
9971,AIRTEL,DL,2727,GSM,Please route Through BTSL (AES),HLR1,
9972,AIRTEL,KA,3002,GSM,Please route Through BTSL (AES),99720-4 HLR2   &  99725-9 HLR3,
9973,AIRTEL,BH,2726,GSM,Please route Through BTSL (AES),HLR2,
9974,AIRTEL,GJ,2728,GSM,Please route Through BTSL (AES),HLR1,
9975,AIRTEL,MH,3006,GSM,Please route Through BTSL (AES),HLR2,
9976,AIRCEL,TN,2109,GSM,Please route Through BTSL (AES),CH HLR1,
9977,IDEA,MP,3074,GSM,Please route Through BTSL (AES),HLR3,
9978,VODAFONE,GJ,4106,GSM,Please route Through BTSL (AES),HLR3,
9979,VODAFONE,GJ,4106,GSM,Please route Through BTSL (AES),HLR3,
9980,AIRTEL,KA,3002,GSM,Please route Through BTSL (AES),99000-4 HLR1   &  99725-9 HLR2,
9981,AIRTEL,MP,3005,GSM,Please route Through BTSL (AES),HLR1,
9982,VODAFONE,RJ,4103,GSM,Please route Through BTSL (AES),HLR1,
9983,VODAFONE,RJ,4103,GSM,Please route Through BTSL (AES),HLR1,
9984,VODAFONE,UE,4104,GSM,Please route Through BTSL (AES),HLR1,
9985,VODAFONE,AP,4109,GSM,Please route Through BTSL (AES),HLR2,
9986,VODAFONE,KA,4121,GSM,Please route Through BTSL (AES),HLR2,
9987,AIRTEL,MB,3007,GSM,Please route Through BTSL (AES),99870-8  HLR1 & 99879  HLR2,
9988,VODAFONE,PB,4122,GSM,Please route Through BTSL (AES),HLR2,
9989,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),HLR1,
9990,IDEA,DL,3066,GSM,Please route Through BTSL (AES),HLR2,
9991,VODAFONE,HR,4102,GSM,Please route Through BTSL (AES),HLR1,
9992,IDEA,HR,3068,GSM,Please route Through BTSL (AES),HLR1,
9993,AIRTEL,MP,3005,GSM,Please route Through BTSL (AES),HLR1,
9994,AIRTEL,TN,3020,GSM,Please route Through BTSL (AES),HLR1,
9995,AIRTEL,KL,3003,GSM,Please route Through BTSL (AES),HLR1,
9996,AIRTEL,HR,2729,GSM,Please route Through BTSL (AES),HLR1,
9997,AIRTEL,UW,3022,GSM,Please route Through BTSL (AES),HLR1,
9998,AIRTEL,GJ,2728,GSM,Please route Through BTSL (AES),HLR1,
9999,VODAFONE,DL,4108,GSM,Please route Through BTSL (AES),HLR2,
92640,TATA_CDMA,TN,3493,CDMA,Please route Through BTSL (AES),CH HLR1,
92641,TATA_CDMA,TN,3493,CDMA,Please route Through BTSL (AES),CH HLR1,
92642,TATA_CDMA,TN,3493,CDMA,Please route Through BTSL (AES),CH HLR1,
92643,TATA_CDMA,TN,3493,CDMA,Please route Through BTSL (AES),CH HLR1,
92644,TATA_CDMA,TN,3493,CDMA,Please route Through BTSL (AES),CH HLR1,
92645,TATA_CDMA,WB,3496,CDMA,Please route Through BTSL (AES),HLR3,
92646,TATA_CDMA,WB,3496,CDMA,Please route Through BTSL (AES),HLR3,
92647,TATA_CDMA,WB,3496,CDMA,Please route Through BTSL (AES),HLR3,
92648,TATA_CDMA,WB,3496,CDMA,Please route Through BTSL (AES),HLR3,
92649,TATA_CDMA,WB,3496,CDMA,Please route Through BTSL (AES),HLR3,
94680,MTNL_BSNL_GSM,HR,2397,GSM,Please route Through BTSL (AES),HLR1,
94681,MTNL_BSNL_GSM,HR,2397,GSM,Please route Through BTSL (AES),HLR1,
94682,MTNL_BSNL_GSM,HR,2397,GSM,Please route Through BTSL (AES),HLR1,
94683,MTNL_BSNL_GSM,HR,2397,GSM,Please route Through BTSL (AES),HLR1,
94684,MTNL_BSNL_GSM,HR,2397,GSM,Please route Through BTSL (AES),HLR1,
94685,MTNL_BSNL_GSM,RJ,2498,GSM,Please route Through BSNL,HLR1,
94686,MTNL_BSNL_GSM,RJ,2498,GSM,Please route Through BSNL,HLR1,
94687,MTNL_BSNL_GSM,RJ,2498,GSM,Please route Through BSNL,HLR1,
94688,MTNL_BSNL_GSM,RJ,2498,GSM,Please route Through BSNL,HLR1,
94689,MTNL_BSNL_GSM,RJ,2498,GSM,Please route Through BTSL (AES),HLR1,
94730,MTNL_BSNL_GSM,BH,2394,GSM,Please route Through BTSL (AES),HLR5,
94731,BSNL_GSM,BH,2394,GSM,Please route Through BTSL (AES),HLR5,
94732,MTNL_BSNL_GSM,BH,2394,GSM,Please route Through BTSL (AES),HLR5,
94733,MTNL_BSNL_GSM,BH,2394,GSM,Please route Through BTSL (AES),HLR5,
94734,MTNL_BSNL_GSM,BH,2394,GSM,Please route Through BTSL (AES),HLR5,
94735,MTNL_BSNL_GSM,UE,2540,GSM,Please route Through BTSL (AES),HLR1,
94736,MTNL_BSNL_GSM,UE,2540,GSM,Please route Through BTSL (AES),HLR1,
94737,MTNL_BSNL_GSM,UE,2540,GSM,Please route Through BTSL (AES),HLR1,
94738,MTNL_BSNL_GSM,UE,2540,GSM,Please route Through BTSL (AES),HLR1,
94739,MTNL_BSNL_GSM,UE,2540,GSM,Please route Through BTSL (AES),HLR1,
95300,MTNL_BSNL_GSM,RJ,2498,GSM,Please route Through BTSL (AES),HLR1,
95301,MTNL_BSNL_GSM,RJ,2498,GSM,Please route Through BTSL (AES),HLR1,
95302,MTNL_BSNL_GSM,RJ,2498,GSM,Please route Through BTSL (AES),HLR1,
95303,MTNL_BSNL_GSM,RJ,2498,GSM,Please route Through BTSL (AES),HLR1,
95304,MTNL_BSNL_GSM,RJ,2498,GSM,Please route Through BTSL (AES),HLR1,
95305,MTNL_BSNL_GSM,PB,2497,GSM,Please route Through BTSL (AES),HLR2,
95306,MTNL_BSNL_GSM,PB,2497,GSM,Please route Through BTSL (AES),HLR2,
95307,MTNL_BSNL_GSM,PB,2497,GSM,Please route Through BTSL (AES),HLR2,
95308,MTNL_BSNL_GSM,PB,2497,GSM,Please route Through BTSL (AES),HLR2,
95309,MTNL_BSNL_GSM,PB,2497,GSM,Please route Through BTSL (AES),HLR2,
8341,UNINOR,AP,3572,GSM,Please route Through BTSL (AES),HLR2,
8347,IDEA,GJ,3067,GSM,Please route Through BTSL (AES),HLR3,
87650,BSNL_GSM,UE,2540,GSM,Please route Through BTSL (AES),HLR1,
87651,BSNL_GSM,UE,2540,GSM,Please route Through BTSL (AES),HLR1,
8507,AIRCEL,BH,3049,GSM,Please route Through BTSL (AES),HLR5,
8286,AIRCEL,MB,2107,GSM,Please route Through BTSL (AES),HLR2,
8116,Airtel,WB,3023,GSM,Please route Through BTSL (AES),HLR4,
8130,Airtel,DL,2727,GSM,Please route Through BTSL (AES),HLR1,
8171,Airtel,UW,3022,GSM,Please route Through BTSL (AES),HLR3,
8179,Airtel,AP,2724,GSM,Please route Through BTSL (AES),HLR2,
8197,Airtel,KA,3002,GSM,Please route Through BTSL (AES),HLR1,
8220,Airtel,TN,3020,GSM,Please route Through BTSL (AES),HLR2,
8273,Unitech Wireless,UW,3571,GSM,Please route Through BTSL (AES),HLR1,
8270,Unitech Wireless,OR,3501,GSM,Please route Through BTSL (AES),HLR1,
8233,TATA,RJ,3299,GSM,Please route Through BTSL (AES),HLR1,
8235,TATA,BH,3285,GSM,Please route Through BTSL (AES),HLR5,
8237,TATA,MH,3281,GSM,Please route Through BTSL (AES),HLR2,
8271,Unitech Wireless,BH,3499,GSM,Please route Through BTSL (AES),HLR5,
8115,Unitech Wireless,UE,3502,GSM,Please route Through BTSL (AES),HLR1,
8344,Aircel,TN,2109,GSM,Please route Through BTSL (AES),CH HLR1,
8264,Videocon,GJ,3031,GSM,Please route Through BTSL (AES),HLR3,
8268,Videocon,MB,3040,GSM,Please route Through BTSL (AES),HLR2,
8269,Videocon,MP,3038,GSM,Please route Through BTSL (AES),HLR3,
9064,Videocon,AS,3028,GSM,Please route Through BTSL (AES),HLR1,
8239,Vodafone,RJ,4103,GSM,Please route Through BTSL (AES),HLR1,
8252,Reliance,BH,3145,GSM,Please route Through BTSL (AES),HLR5,
8260,Reliance,OR,3150,GSM,Please route Through BTSL (AES),HLR1,
9073,Videocon,KO,3037,GSM,Please route Through BTSL (AES),HLR1,
9188,BSNL,KL,2702,CDMA,Please route Through BTSL (AES),HLR1,
8238,Vodafone,GJ,4106,GSM,Please route Through BTSL (AES),HLR3,
87640,BSNL,RJ,2498,GSM,Please route Through BTSL (AES),HLR1,
87641,BSNL,RJ,2498,GSM,Please route Through BTSL (AES),HLR1,
87642,BSNL,RJ,2498,GSM,Please route Through BTSL (AES),HLR1,
87643,BSNL,RJ,2498,GSM,Please route Through BTSL (AES),HLR1,
9684,BSNL,MH,2705,CDMA,Please route Through BTSL (AES),HLR2,
7589,BSNL,PB,2497,GSM,Please route Through BTSL (AES),HLR2,
8285,Aircel,DL,2103,GSM,Please route Through BTSL (AES),HLR2,
7598,BSNL,TN,2499,GSM,Please route Through BTSL (AES),CH HLR1,
8300,BSNL,TN,2499,GSM,Please route Through BTSL (AES),CH HLR1,
8275,BSNL,MH,2494,GSM,Please route Through BTSL (AES),HLR2,
7387,Airtel,MH,3006,GSM,Please route Through BTSL (AES),HLR4,
7388,Airtel,UE,3021,GSM,Please route Through BTSL (AES),HLR1,
7389,Airtel,MP,3005,GSM,Please route Through BTSL (AES),HLR1,
8292,Airtel,BH,2726,GSM,Please route Through BTSL (AES),HLR6,
7383,Unitech Wireless,GJ,3576,GSM,Please route Through BTSL (AES),HLR3,
7384,Unitech Wireless,WB,3503,GSM,Please route Through BTSL (AES),HLR4,
7385,Unitech Wireless,MH,3578,GSM,Please route Through BTSL (AES),HLR2,
7386,Unitech Wireless,AP,3572,GSM,Please route Through BTSL (AES),HLR2,
7381,Vodafone,OR,4191,GSM,Please route Through BTSL (AES),HLR1,
7509,Vodafone,MP,4129,GSM,Please route Through BTSL (AES),HLR3,
7404,TATA,HR,3289,GSM,Please route Through BTSL (AES),HLR1,
7405,TATA,GJ,3288,GSM,Please route Through BTSL (AES),HLR3,
7309,Idea,UE,3082,GSM,Please route Through BTSL (AES),HLR1,
7350,Idea,MH,3075,GSM,Please route Through BTSL (AES),HLR2,
7351,Idea,UW,3083,GSM,Please route Through BTSL (AES),HLR1,
7352,Idea,BH,2100,GSM,Please route Through BTSL (AES),HLR5,
7353,Idea,KA,3205,GSM,Please route Through BTSL (AES),HLR2,
7354,Idea,MP,3074,GSM,Please route Through BTSL (AES),HLR3,
8765,BSNL,UE,2540,GSM,Please route Through BTSL (AES),HLR1,
7359,Idea,GJ,3067,GSM,Please route Through BTSL (AES),HLR3,
7406,Vodafone,KA,4121,GSM,Please route Through BTSL (AES),HLR2,
7407,Vodafone,WB,4124,GSM,Please route Through BTSL (AES),HLR4,
7408,Vodafone,UE,4104,GSM,Please route Through BTSL (AES),HLR1,
7409,Vodafone,UW,4123,GSM,Please route Through BTSL (AES),HLR1,
7508,Vodafone,PB,4122,GSM,Please route Through BTSL (AES),HLR2,
7355,HFCL (Quadrant),PB,3062,GSM,Please route Through BTSL (AES),HLR2,
7356,Videocon,KL,3036,GSM,Please route Through BTSL (AES),HLR1,
7357,Videocon,HR,3032,GSM,Please route Through BTSL (AES),HLR1,
7358,Videocon,TN,3044,GSM,Please route Through BTSL (AES),CH HLR1,
7507,Vodafone,MH,4100,GSM,Please route Through BTSL (AES),HLR2,
7303,Reliance,MB,3138,GSM,Please route Through BTSL (AES),HLR2,
7304,Reliance,MH,3137,GSM,Please route Through BTSL (AES),HLR2,
7305,Reliance,TN,3141,GSM,Please route Through BTSL (AES),CH HLR1,
7306,Reliance,AP,3130,GSM,Please route Through BTSL (AES),HLR2,
7307,Reliance,PB,3139,GSM,Please route Through BTSL (AES),HLR2,
7308,Reliance,NE,3149,GSM,Please route Through BTSL (AES),HLR1,
7506,Vodafone ,MB,4107,GSM,Please route Through BTSL (AES),HLR2,
7301,S-Tel,BH,3155,GSM,Please route Through BTSL (AES),HLR5,
8987,BSNL,BH,2394,GSM,Please route Through BTSL (AES),HLR5,
7402,Aircel,TN,2109,GSM,Please route Through BTSL (AES),CH HLR1,
7579,BSNL,UW,2541,GSM,Please route Through BTSL (AES),HLR1,
7403,Aircel,KL,3053,GSM,Please route Through BTSL (AES),HLR1,
8697,Vodafone ,KO,4105,GSM,Please route Through BTSL (AES),HLR1,
9184,BSNL,GJ,2547,CDMA,Please route Through BTSL (AES),HLR3,
8900,BSNL,WB,2542,GSM,Please route Through BTSL (AES),HLR4,
7401,Aircel,CH,2101,GSM,Please route Through BTSL (AES),CH HLR1,0-9
7302,Loop,MB,3026,GSM,Please route Through BTSL (AES),HLR2,0-9
91900,BSNL_CDMA,MP,2704,CDMA,Please route Through BTSL (AES),HLR3,0-9
91901,BSNL_CDMA,MP,2704,CDMA,Please route Through BTSL (AES),HLR3,0-9
91902,BSNL_CDMA,MP,2704,CDMA,Please route Through BTSL (AES),HLR3,0-9
91903,BSNL_CDMA,MP,2704,CDMA,Please route Through BTSL (AES),HLR3,0-9
91904,BSNL_CDMA,MP,2704,CDMA,Please route Through BTSL (AES),HLR3,0-9
91905,BSNL_CDMA,MP,2704,CDMA,Please route Through BTSL (AES),HLR3,0-9
91906,BSNL_CDMA,MP,2704,CDMA,Please route Through BTSL (AES),HLR3,0-9
91907,BSNL_CDMA,MP,2704,CDMA,Please route Through BTSL (AES),HLR3,0-9
91908,BSNL_CDMA,MP,2704,CDMA,Please route Through BTSL (AES),HLR3,0-9
91909,BSNL_CDMA,MP,2704,CDMA,Please route Through BTSL (AES),HLR3,0-9
9457,BSNL,UW,2541,GSM,Please route Through BTSL (AES),UWHLR1 ,9
9458,BSNL,UW,2541,GSM,Please route Through BTSL (AES),UWHLR1 ,5 & 7
8544,BSNL,BH,2394,GSM,Please route Through BTSL (AES),HLR - 5 ,0-9
