RA Master,,,,,,,
Level,Operator,Circle,LRN,Model,ROUTING DETAILS,HLR Detail,Sub Level
9260,TATA_CDMA,MH,3404,CDMA,Please route Through BTSL (AES),HLR2,
9261,TATA_CDMA,RJ,3492,CDMA,Please route Through BTSL (AES),HLR1,
9262,TATA_CDMA,TN,3493,CDMA,Please route Through BTSL (AES),CH HLR1,
9263,TATA_CDMA,BH,3408,CDMA,Please route Through BTSL (AES),HLR5,
9265,TATA_CDMA,MH,3404,CDMA,Please route Through BTSL (AES),HLR2,
9266,TATA_CDMA,DL,3440,CDMA,Please route Through BTSL (AES),HLR2,
9267,TATA_CDMA,UW,3495,CDMA,Please route Through BTSL (AES),HLR1,
9268,TATA_CDMA,DL,3440,CDMA,Please route Through BTSL (AES),HLR2,
9269,TATA_CDMA,RJ,3492,CDMA,Please route Through BTSL (AES),HLR1,
9270,TATA_CDMA,MH,3404,CDMA,Please route Through BTSL (AES),HLR2,
9271,TATA_CDMA,MH,3404,CDMA,Please route Through BTSL (AES),HLR2,
9272,TATA_CDMA,MH,3404,CDMA,Please route Through BTSL (AES),HLR2,
9273,TATA_CDMA,MH,3404,CDMA,Please route Through BTSL (AES),HLR2,
9274,TATA_CDMA,GJ,3441,CDMA,Please route Through BTSL (AES),HLR3,
9275,TATA_CDMA,GJ,3441,CDMA,Please route Through BTSL (AES),HLR3,
9276,TATA_CDMA,GJ,3441,CDMA,Please route Through BTSL (AES),HLR3,
9277,TATA_CDMA,GJ,3441,CDMA,Please route Through BTSL (AES),HLR3,
9278,TATA_CDMA,DL,3440,CDMA,Please route Through BTSL (AES),HLR2,
9279,TATA_CDMA,BH,3408,CDMA,Please route Through BTSL (AES),HLR5,
9280,TATA_CDMA,TN,3493,CDMA,Please route Through BTSL (AES),CH HLR1,
9281,TATA_CDMA,TN,3493,CDMA,Please route Through BTSL (AES),CH HLR1,
9282,TATA_CDMA,TN,3493,CDMA,Please route Through BTSL (AES),CH HLR1,
9283,TATA_CDMA,TN,3493,CDMA,Please route Through BTSL (AES),CH HLR1,
9284,TATA_CDMA,TN,3493,CDMA,Please route Through BTSL (AES),CH HLR1,
9285,TATA_CDMA,TN,3493,CDMA,Please route Through BTSL (AES),CH HLR1,
9286,TATA_CDMA,UW,3495,CDMA,Please route Through BTSL (AES),HLR1,
9287,TATA_CDMA,KL,3446,CDMA,Please route Through BTSL (AES),HLR1,
9288,TATA_CDMA,KL,3446,CDMA,Please route Through BTSL (AES),HLR1,
9289,TATA_CDMA,DL,3440,CDMA,Please route Through BTSL (AES),HLR2,
9290,TATA_CDMA,AP,3406,CDMA,Please route Through BTSL (AES),HLR2,
9291,TATA_CDMA,AP,3406,CDMA,Please route Through BTSL (AES),HLR2,
9292,TATA_CDMA,AP,3406,CDMA,Please route Through BTSL (AES),HLR2,
9293,TATA_CDMA,AP,3406,CDMA,Please route Through BTSL (AES),HLR2,
9294,TATA_CDMA,AP,3406,CDMA,Please route Through BTSL (AES),HLR2,
9295,TATA_CDMA,AP,3406,CDMA,Please route Through BTSL (AES),HLR2,
9296,TATA_CDMA,AP,3406,CDMA,Please route Through BTSL (AES),HLR2,
9297,TATA_CDMA,AP,3406,CDMA,Please route Through BTSL (AES),HLR2,
9298,TATA_CDMA,AP,3406,CDMA,Please route Through BTSL (AES),HLR2,
9299,TATA_CDMA,AP,3406,CDMA,Please route Through BTSL (AES),HLR2,
9300,RELIANCE_CDMA,MP,3120,CDMA,Please route Through BTSL (AES),HLR3,
9301,RELIANCE_CDMA,MP,3120,CDMA,Please route Through BTSL (AES),HLR3,
9302,RELIANCE_CDMA,MP,3120,CDMA,Please route Through BTSL (AES),HLR3,
9303,RELIANCE_CDMA,MP,3120,CDMA,Please route Through BTSL (AES),HLR3,
9304,RELIANCE_CDMA,BH,3111,CDMA,Please route Through BTSL (AES),HLR5,
9305,RELIANCE_CDMA,UE,3127,CDMA,Please route Through BTSL (AES),HLR1,
9306,RELIANCE_CDMA,JK,3116,CDMA,Please route Through BTSL (AES),HLR1,
9307,RELIANCE_CDMA,UE,3127,CDMA,Please route Through BTSL (AES),HLR1,
9308,RELIANCE_CDMA,BH,3111,CDMA,Please route Through BTSL (AES),HLR5,
9309,RELIANCE_CDMA,RJ,3125,CDMA,Please route Through BTSL (AES),HLR1,
9310,RELIANCE_CDMA,DL,3112,CDMA,Please route Through BTSL (AES),HLR2,
9311,RELIANCE_CDMA,DL,3112,CDMA,Please route Through BTSL (AES),HLR2,
9312,RELIANCE_CDMA,DL,3112,CDMA,Please route Through BTSL (AES),HLR2,
9313,RELIANCE_CDMA,DL,3112,CDMA,Please route Through BTSL (AES),HLR2,
9314,RELIANCE_CDMA,RJ,3125,CDMA,Please route Through BTSL (AES),HLR1,
9315,RELIANCE_CDMA,HR,3114,CDMA,Please route Through BTSL (AES),HLR1,
9316,RELIANCE_CDMA,PB,3124,CDMA,Please route Through BTSL (AES),HLR2,
9317,RELIANCE_CDMA,PB,3124,CDMA,Please route Through BTSL (AES),HLR2,
9318,RELIANCE_CDMA,HP,3115,CDMA,Please route Through BTSL (AES),HLR1,
9319,RELIANCE_CDMA,UW,3128,CDMA,Please route Through BTSL (AES),HLR1,
9320,RELIANCE_CDMA,MB,3122,CDMA,Please route Through BTSL (AES),HLR2,
9321,RELIANCE_CDMA,MB,3122,CDMA,Please route Through BTSL (AES),HLR2,
9322,RELIANCE_CDMA,MB,3122,CDMA,Please route Through BTSL (AES),HLR2,
9323,RELIANCE_CDMA,MB,3122,CDMA,Please route Through BTSL (AES),HLR2,
9324,RELIANCE_CDMA,MB,3122,CDMA,Please route Through BTSL (AES),HLR2,
9325,RELIANCE_CDMA,MH,3121,CDMA,Please route Through BTSL (AES),HLR2,
9326,RELIANCE_CDMA,MH,3121,CDMA,Please route Through BTSL (AES),HLR2,
9327,RELIANCE_CDMA,GJ,3113,CDMA,Please route Through BTSL (AES),HLR3,
9328,RELIANCE_CDMA,GJ,3113,CDMA,Please route Through BTSL (AES),HLR3,
9329,RELIANCE_CDMA,MP,3120,CDMA,Please route Through BTSL (AES),HLR3,
9330,RELIANCE_CDMA,KO,3119,CDMA,Please route Through BTSL (AES),HLR1,
9331,RELIANCE_CDMA,KO,3119,CDMA,Please route Through BTSL (AES),HLR1,
9332,RELIANCE_CDMA,WB,3129,CDMA,Please route Through BTSL (AES),HLR3,
9333,RELIANCE_CDMA,WB,3129,CDMA,Please route Through BTSL (AES),HLR3,
9334,RELIANCE_CDMA,BH,3111,CDMA,Please route Through BTSL (AES),HLR5,
9335,RELIANCE_CDMA,UE,3127,CDMA,Please route Through BTSL (AES),HLR1,
9336,RELIANCE_CDMA,UE,3127,CDMA,Please route Through BTSL (AES),HLR1,
9337,RELIANCE_CDMA,OR,3123,CDMA,Please route Through BTSL (AES),HLR1,
9338,RELIANCE_CDMA,OR,3123,CDMA,Please route Through BTSL (AES),HLR1,
9339,RELIANCE_CDMA,KO,3119,CDMA,Please route Through BTSL (AES),HLR1,
9340,RELIANCE_CDMA,TN,3126,CDMA,Please route Through BTSL (AES),CH HLR1,
9341,RELIANCE_CDMA,KA,3117,CDMA,Please route Through BTSL (AES),HLR2,
9342,RELIANCE_CDMA,KA,3117,CDMA,Please route Through BTSL (AES),HLR2,
9343,RELIANCE_CDMA,KA,3117,CDMA,Please route Through BTSL (AES),HLR2,
9344,RELIANCE_CDMA,TN,3126,CDMA,Please route Through BTSL (AES),CH HLR1,
9345,RELIANCE_CDMA,TN,3126,CDMA,Please route Through BTSL (AES),CH HLR1,
9346,RELIANCE_CDMA,AP,3110,CDMA,Please route Through BTSL (AES),HLR2,
9347,RELIANCE_CDMA,AP,3110,CDMA,Please route Through BTSL (AES),HLR2,
9348,RELIANCE_CDMA,AP,3110,CDMA,Please route Through BTSL (AES),HLR2,
9349,RELIANCE_CDMA,KL,3118,CDMA,Please route Through BTSL (AES),HLR1,
9350,RELIANCE_CDMA,DL,3112,CDMA,Please route Through BTSL (AES),HLR2,
9351,RELIANCE_CDMA,RJ,3125,CDMA,Please route Through BTSL (AES),HLR1,
9352,RELIANCE_CDMA,RJ,3125,CDMA,Please route Through BTSL (AES),HLR1,
9353,RELIANCE_CDMA,KA,3117,CDMA,Please route Through BTSL (AES),HLR2,
9354,RELIANCE_CDMA,HR,3114,CDMA,Please route Through BTSL (AES),HLR1,
9355,RELIANCE_CDMA,HR,3114,CDMA,Please route Through BTSL (AES),HLR1,
9356,RELIANCE_CDMA,PB,3124,CDMA,Please route Through BTSL (AES),HLR2,
9357,RELIANCE_CDMA,PB,3124,CDMA,Please route Through BTSL (AES),HLR2,
9358,RELIANCE_CDMA,UW,3128,CDMA,Please route Through BTSL (AES),HLR1,
9359,RELIANCE_CDMA,UW,3128,CDMA,Please route Through BTSL (AES),HLR1,
9360,RELIANCE_CDMA,TN,3126,CDMA,Please route Through BTSL (AES),CH HLR1,
9361,RELIANCE_CDMA,TN,3126,CDMA,Please route Through BTSL (AES),CH HLR1,
9362,RELIANCE_CDMA,TN,3126,CDMA,Please route Through BTSL (AES),CH HLR1,
9363,RELIANCE_CDMA,TN,3126,CDMA,Please route Through BTSL (AES),CH HLR1,
9364,RELIANCE_CDMA,TN,3126,CDMA,Please route Through BTSL (AES),CH HLR1,
9365,RELIANCE_CDMA,TN,3126,CDMA,Please route Through BTSL (AES),CH HLR1,
9366,RELIANCE_CDMA,TN,3126,CDMA,Please route Through BTSL (AES),CH HLR1,
9367,RELIANCE_CDMA,TN,3126,CDMA,Please route Through BTSL (AES),CH HLR1,
9368,RELIANCE_CDMA,UW,3128,CDMA,Please route Through BTSL (AES),HLR1,
9369,RELIANCE_CDMA,UE,3127,CDMA,Please route Through BTSL (AES),HLR1,
9370,RELIANCE_CDMA,MH,3121,CDMA,Please route Through BTSL (AES),HLR2,
9371,RELIANCE_CDMA,MH,3121,CDMA,Please route Through BTSL (AES),HLR2,
9372,RELIANCE_CDMA,MH,3121,CDMA,Please route Through BTSL (AES),HLR2,
9373,RELIANCE_CDMA,MH,3121,CDMA,Please route Through BTSL (AES),HLR2,
9374,RELIANCE_CDMA,GJ,3113,CDMA,Please route Through BTSL (AES),HLR3,
9375,RELIANCE_CDMA,GJ,3113,CDMA,Please route Through BTSL (AES),HLR3,
9376,RELIANCE_CDMA,GJ,3113,CDMA,Please route Through BTSL (AES),HLR3,
9377,RELIANCE_CDMA,GJ,3113,CDMA,Please route Through BTSL (AES),HLR3,
9378,RELIANCE_CDMA,WB,3129,CDMA,Please route Through BTSL (AES),HLR3,
9379,RELIANCE_CDMA,KA,3117,CDMA,Please route Through BTSL (AES),HLR2,
9380,RELIANCE_CDMA,TN,3126,CDMA,Please route Through BTSL (AES),CH HLR1,
9381,RELIANCE_CDMA,TN,3126,CDMA,Please route Through BTSL (AES),CH HLR1,
9382,RELIANCE_CDMA,TN,3126,CDMA,Please route Through BTSL (AES),CH HLR1,
9383,RELIANCE_CDMA,TN,3126,CDMA,Please route Through BTSL (AES),CH HLR1,
9384,RELIANCE_CDMA,TN,3126,CDMA,Please route Through BTSL (AES),CH HLR1,
9385,RELIANCE_CDMA,TN,3126,CDMA,Please route Through BTSL (AES),CH HLR1,
9386,RELIANCE_CDMA,BH,3111,CDMA,Please route Through BTSL (AES),HLR5,
9387,RELIANCE_CDMA,KL,3118,CDMA,Please route Through BTSL (AES),HLR1,
9388,RELIANCE_CDMA,KL,3118,CDMA,Please route Through BTSL (AES),HLR1,
9389,RELIANCE_CDMA,UE,3127,CDMA,Please route Through BTSL (AES),HLR1,
9390,RELIANCE_CDMA,AP,3110,CDMA,Please route Through BTSL (AES),HLR2,
9391,RELIANCE_CDMA,AP,3110,CDMA,Please route Through BTSL (AES),HLR2,
9392,RELIANCE_CDMA,AP,3110,CDMA,Please route Through BTSL (AES),HLR2,
9393,RELIANCE_CDMA,AP,3110,CDMA,Please route Through BTSL (AES),HLR2,
9394,RELIANCE_CDMA,AP,3110,CDMA,Please route Through BTSL (AES),HLR2,
9395,RELIANCE_CDMA,AP,3110,CDMA,Please route Through BTSL (AES),HLR2,
9396,RELIANCE_CDMA,AP,3110,CDMA,Please route Through BTSL (AES),HLR2,
9397,RELIANCE_CDMA,AP,3110,CDMA,Please route Through BTSL (AES),HLR2,
9398,RELIANCE_CDMA,AP,3110,CDMA,Please route Through BTSL (AES),HLR2,
9399,RELIANCE_CDMA,AP,3110,CDMA,Please route Through BTSL (AES),HLR2,
9400,BSNL_GSM,KL,2491,GSM,Please route Through BTSL (AES),HLR1,
9401,MTNL_BSNL_GSM,AS,2393,GSM,Please route Through BTSL (AES),HLR1,
9402,MTNL_BSNL_GSM,NE,2495,GSM,Please route Through BTSL (AES),HLR1,
9403,MTNL_BSNL_GSM,MH,2494,GSM,Please route Through BTSL (AES),HLR2,
9404,MTNL_BSNL_GSM,MH,2494,GSM,Please route Through BTSL (AES),HLR2,
9405,BSNL_GSM,MH,2494,GSM,Please route Through BTSL (AES),HLR2,
9406,MTNL_BSNL_GSM,MP,2493,GSM,Please route Through BTSL (AES),HLR3,
9407,BSNL_GSM,MP,2493,GSM,Please route Through BTSL (AES),HLR3,
9408,BSNL_GSM,GJ,2396,GSM,Please route Through BTSL (AES),HLR3,
9409,BSNL_GSM,GJ,2396,GSM,Please route Through BTSL (AES),HLR3,
9410,MTNL_BSNL_GSM,UW,2541,GSM,Please route Through BTSL (AES),HLR1,
9411,MTNL_BSNL_GSM,UW,2541,GSM,Please route Through BTSL (AES),HLR1,
9412,MTNL_BSNL_GSM,UW,2541,GSM,Please route Through BTSL (AES),HLR1,
9413,MTNL_BSNL_GSM,RJ,2498,GSM,Please route Through BTSL (AES),HLR1,
9414,MTNL_BSNL_GSM,RJ,2498,GSM,Please route Through BTSL (AES),HLR1,
9415,MTNL_BSNL_GSM,UE,2540,GSM,Please route Through BTSL (AES),HLR1,
9416,MTNL_BSNL_GSM,HR,2397,GSM,Please route Through BTSL (AES),HLR1,
9417,MTNL_BSNL_GSM,PB,2497,GSM,Please route Through BTSL (AES),HLR2,
9418,MTNL_BSNL_GSM,HP,2398,GSM,Please route Through BTSL (AES),HLR1,
9419,MTNL_BSNL_GSM,JK,2399,GSM,Please route Through BSNL,HLR1,
9420,MTNL_BSNL_GSM,MH,2494,GSM,Please route Through BTSL (AES),HLR2,
9421,MTNL_BSNL_GSM,MH,2494,GSM,Please route Through BTSL (AES),HLR2,
9422,MTNL_BSNL_GSM,MH,2494,GSM,Please route Through BTSL (AES),HLR2,
9423,MTNL_BSNL_GSM,MH,2494,GSM,Please route Through BTSL (AES),HLR2,
9424,MTNL_BSNL_GSM,MP,2493,GSM,Please route Through BTSL (AES),HLR3,
9425,MTNL_BSNL_GSM,MP,2493,GSM,Please route Through BTSL (AES),HLR3,
9426,MTNL_BSNL_GSM,GJ,2396,GSM,Please route Through BTSL (AES),HLR3,
9427,MTNL_BSNL_GSM,GJ,2396,GSM,Please route Through BTSL (AES),HLR3,
9428,MTNL_BSNL_GSM,GJ,2396,GSM,Please route Through BTSL (AES),HLR3,
9429,MTNL_BSNL_GSM,GJ,2396,GSM,Please route Through BTSL (AES),HLR3,
9430,MTNL_BSNL_GSM,BH,2394,GSM,Please route Through BTSL (AES),HLR5,
9431,MTNL_BSNL_GSM,BH,2394,GSM,Please route Through BTSL (AES),HLR5,
9432,MTNL_BSNL_GSM,KO,2492,GSM,Please route Through BTSL (AES),HLR1,
9433,MTNL_BSNL_GSM,KO,2492,GSM,Please route Through BTSL (AES),HLR1,
9434,MTNL_BSNL_GSM,WB,2542,GSM,Please route Through BTSL (AES),HLR3,
9435,MTNL_BSNL_GSM,AS,2393,GSM,Please route Through BTSL (AES),HLR1,
9436,MTNL_BSNL_GSM,NE,2495,GSM,Please route Through BTSL (AES),HLR1,
9437,MTNL_BSNL_GSM,OR,2496,GSM,Please route Through BTSL (AES),HLR1,
9438,MTNL_BSNL_GSM,OR,2496,GSM,Please route Through BTSL (AES),HLR1,
9439,BSNL_GSM,OR,2496,GSM,Please route Through BTSL (AES),HLR1,
9440,BSNL_GSM,AP,2392,GSM,Please route Through BTSL (AES),HLR2,
9441,BSNL_GSM,AP,2392,GSM,Please route Through BTSL (AES),HLR2,
9442,MTNL_BSNL_GSM,TN,2499,GSM,Please route Through BTSL (AES),CH HLR1,
9443,MTNL_BSNL_GSM,TN,2499,GSM,Please route Through BTSL (AES),CH HLR1,
9444,MTNL_BSNL_GSM,CH,2499,GSM,Please route Through BTSL (AES),CH HLR1,
9445,MTNL_BSNL_GSM,CH,2499,GSM,Please route Through BTSL (AES),CH HLR1,
9446,MTNL_BSNL_GSM,KL,2491,GSM,Please route Through BTSL (AES),HLR1,
9447,MTNL_BSNL_GSM,KL,2491,GSM,Please route Through BTSL (AES),HLR1,
9448,MTNL_BSNL_GSM,KA,2490,GSM,Please route Through BTSL (AES),HLR2,
9449,MTNL_BSNL_GSM,KA,2490,GSM,Please route Through BTSL (AES),HLR2,
9450,MTNL_BSNL_GSM,UE,2540,GSM,Please route Through BTSL (AES),HLR1,
9451,MTNL_BSNL_GSM,UE,2540,GSM,Please route Through BTSL (AES),HLR1,
9452,MTNL_BSNL_GSM,UE,2540,GSM,Please route Through BTSL (AES),HLR1,
9453,MTNL_BSNL_GSM,UE,2540,GSM,Please route Through BTSL (AES),HLR1,
9454,MTNL_BSNL_GSM,UE,2540,GSM,Please route Through BTSL (AES),HLR1,
9455,MTNL_BSNL_GSM,UE,2540,GSM,Please route Through BTSL (AES),HLR1,
9456,MTNL_BSNL_GSM,UW,2541,GSM,Please route Through BTSL (AES),HLR1,
9457,MTNL_BSNL_GSM,UW,2541,GSM,Please route Through BTSL (AES),HLR1,
9458,MTNL_BSNL_GSM,UW,2541,GSM,Please route Through BTSL (AES),HLR1,
9459,MTNL_BSNL_GSM,HP,2398,GSM,Please route Through BTSL (AES),HLR1,
9460,MTNL_BSNL_GSM,RJ,2498,GSM,Please route Through BTSL (AES),HLR1,
9461,MTNL_BSNL_GSM,RJ,2498,GSM,Please route Through BTSL (AES),HLR1,
9462,MTNL_BSNL_GSM,RJ,2498,GSM,Please route Through BTSL (AES),HLR1,
9463,MTNL_BSNL_GSM,PB,2497,GSM,Please route Through BTSL (AES),HLR2,
9464,MTNL_BSNL_GSM,PB,2497,GSM,Please route Through BTSL (AES),HLR2,
9465,MTNL_BSNL_GSM,PB,2497,GSM,Please route Through BTSL (AES),HLR2,
9466,MTNL_BSNL_GSM,HR,2397,GSM,Please route Through BTSL (AES),HLR1,
9467,BSNL_GSM,HR,2397,GSM,Please route Through BTSL (AES),HLR1,
9469,MTNL_BSNL_GSM,JK,2399,GSM,Please route Through BSNL,HLR1,
9470,MTNL_BSNL_GSM,BH,2394,GSM,Please route Through BTSL (AES),HLR5,
9471,MTNL_BSNL_GSM,BH,2394,GSM,Please route Through BTSL (AES),HLR5,
9472,MTNL_BSNL_GSM,BH,2394,GSM,Please route Through BTSL (AES),HLR5,
9474,MTNL_BSNL_GSM,WB,2542,GSM,Please route Through BTSL (AES),HLR3,
9475,MTNL_BSNL_GSM,WB,2542,GSM,Please route Through BTSL (AES),HLR3,
9476,MTNL_BSNL_GSM,WB,2542,GSM,Please route Through BTSL (AES),HLR3,
9477,BSNL_GSM,KO,2492,GSM,Please route Through BTSL (AES),HLR1,
9478,MTNL_BSNL_GSM,PB,2497,GSM,Please route Through BTSL (AES),HLR2,
9479,BSNL_GSM,MP,2493,GSM,Please route Through BTSL (AES),HLR3,
9480,MTNL_BSNL_GSM,KA,2490,GSM,Please route Through BTSL (AES),HLR2,
9481,BSNL_GSM,KA,2490,GSM,Please route Through BTSL (AES),HLR2,
9482,BSNL_GSM,KA,2490,GSM,Please route Through BTSL (AES),HLR2,
9483,BSNL_GSM,KA,2490,GSM,Please route Through BTSL (AES),HLR2,
9486,MTNL_BSNL_GSM,TN,2499,GSM,Please route Through BTSL (AES),CH HLR1,
9487,MTNL_BSNL_GSM,TN,2499,GSM,Please route Through BTSL (AES),CH HLR1,
9488,MTNL_BSNL_GSM,TN,2499,GSM,Please route Through BTSL (AES),CH HLR1,
9489,MTNL_BSNL_GSM,TN,2499,GSM,Please route Through BTSL (AES),CH HLR1,
9490,BSNL_GSM,AP,2392,GSM,Please route Through BTSL (AES),HLR2,
9491,BSNL_GSM,AP,2392,GSM,Please route Through BTSL (AES),HLR2,
9492,BSNL_GSM,AP,2392,GSM,Please route Through BTSL (AES),HLR2,
9493,BSNL_GSM,AP,2392,GSM,Please route Through BTSL (AES),HLR2,
9494,MTNL_BSNL_GSM,AP,2392,GSM,Please route Through BTSL (AES),HLR2,
9495,MTNL_BSNL_GSM,KL,2491,GSM,Please route Through BTSL (AES),HLR1,
9496,MTNL_BSNL_GSM,KL,2491,GSM,Please route Through BTSL (AES),HLR1,
9497,MTNL_BSNL_GSM,KL,2491,GSM,Please route Through BTSL (AES),HLR1,
9500,AIRTEL,TN,3020,GSM,Please route Through BTSL (AES),HLR1,
9501,AIRTEL,PB,3009,GSM,Please route Through BTSL (AES),HLR2,
9502,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),HLR4,
9503,AIRTEL,MH,3006,GSM,Please route Through BTSL (AES),HLR3,
9504,AIRCEL,BH,3049,GSM,Please route Through BTSL (AES),HLR5,
9505,IDEA,AP,3064,GSM,Please route Through BTSL (AES),HLR2,
9506,IDEA,UE,3082,GSM,Please route Through BTSL (AES),HLR1,
9507,IDEA,BH,2100,GSM,Please route Through BTSL (AES),HLR5,
9508,RELIANCE_GSM,AS,3144,GSM,Please route Through BTSL (AES),HLR1,
9509,RELIANCE_GSM,RJ,3140,GSM,Please route Through BTSL (AES),HLR1,
9510,RELIANCE_GSM,GJ,3132,GSM,Please route Through BTSL (AES),HLR3,
9511,ETISALAT,MH,3274,GSM,Please route Through BTSL (AES),HLR2,
9512,ETISALAT,GJ,3270,GSM,Please route Through BTSL (AES),HLR3,
9513,ETISALAT,KA,3272,GSM,Please route Through BTSL (AES),HLR2,
9514,ETISALAT,TN,3278,GSM,Please route Through BTSL (AES),CH HLR1,
9515,ETISALAT,AP,3208,GSM,Please route Through BTSL (AES),HLR2,
9516,ETISALAT,KL,3273,GSM,Please route Through BTSL (AES),HLR1,
9517,ETISALAT,PB,3276,GSM,Please route Through BTSL (AES),HLR2,
9518,ETISALAT,HR,3271,GSM,Please route Through BTSL (AES),HLR1,
9519,ETISALAT,UE,3279,GSM,Please route Through BTSL (AES),HLR1,
9520,ETISALAT,UW,3280,GSM,Please route Through BTSL (AES),HLR1,
9521,ETISALAT,RJ,3277,GSM,Please route Through BTSL (AES),HLR1,
9522,ETISALAT,MP,2391,GSM,Please route Through BTSL (AES),HLR3,
9523,ETISALAT,BH,2390,GSM,Please route Through BTSL (AES),HLR5,
9524,AIRCEL,TN,2109,GSM,Please route Through BTSL (AES),CH HLR1,
9525,IDEA,BH,2100,GSM,Please route Through BTSL (AES),HLR5,
9526,IDEA,KL,3072,GSM,Please route Through BTSL (AES),HLR1,
9527,IDEA,MH,3075,GSM,Please route Through BTSL (AES),HLR2,
9528,RELIANCE_GSM,UW,3143,GSM,Please route Through BTSL (AES),HLR1,
9529,RELIANCE_GSM,RJ,3140,GSM,Please route Through BTSL (AES),HLR1,
9531,MTNL_BSNL_GSM,WB,2542,GSM,Please route Through BTSL (AES),HLR3,
9532,BSNL_GSM,UE,2540,GSM,Please route Through BTSL (AES),HLR1,
9533,RELIANCE_GSM,AP,3130,GSM,Please route Through BTSL (AES),HLR2,
9534,VODAFONE,BH,4126,GSM,Please route Through BTSL (AES),HLR5,
9535,AIRTEL,KA,3002,GSM,Please route Through BTSL (AES),HLR3,
9536,VODAFONE,UW,4123,GSM,Please route Through BTSL (AES),HLR1,
9537,VODAFONE,GJ,4106,GSM,Please route Through BTSL (AES),HLR3,
9538,VODAFONE,KA,4121,GSM,Please route Through BTSL (AES),HLR2,
9539,VODAFONE,KL,3579,GSM,Please route Through BTSL (AES),HLR1,
9540,IDEA,DL,3066,GSM,Please route Through BTSL (AES),HLR2,
9541,RELIANCE_GSM,HR,3133,GSM,Please route Through BTSL (AES),HLR1,
9542,IDEA,AP,3064,GSM,Please route Through BTSL (AES),HLR2,
9543,RELIANCE_GSM,TN,3141,GSM,Please route Through BTSL (AES),CH HLR1,
9544,IDEA,KL,3072,GSM,Please route Through BTSL (AES),HLR1,
9545,VODAFONE,MH,4100,GSM,Please route Through BTSL (AES),HLR2,
9546,AIRTEL,BH,2726,GSM,Please route Through BTSL (AES),95460-2 HLR1 & 95463-4 HLR3 & 95465-9 HLR4,
9547,AIRTEL,WB,3023,GSM,Please route Through BTSL (AES),HLR2,
9548,RELIANCE_GSM,UW,3143,GSM,Please route Through BTSL (AES),HLR1,
9549,VODAFONE,RJ,4103,GSM,Please route Through BTSL (AES),HLR1,
9550,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),HLR4,
9551,AIRCEL,CH,2101,GSM,Please route Through BTSL (AES),HLR1,
9552,IDEA,MH,3075,GSM,Please route Through BTSL (AES),HLR2,
9553,IDEA,AP,3064,GSM,Please route Through BTSL (AES),HLR2,
9554,VODAFONE,UE,4104,GSM,Please route Through BTSL (AES),HLR1,
9555,RELIANCE_GSM,DL,3131,GSM,Please route Through BTSL (AES),HLR2,
9556,AIRTEL,OR,3008,GSM,Please route Through BTSL (AES),HLR2,
9557,AIRTEL,UW,3022,GSM,Please route Through BTSL (AES),HLR1,
9558,AIRTEL,GJ,2728,GSM,Please route Through BTSL (AES),HLR2,
9559,AIRTEL,UE,3021,GSM,Please route Through BTSL (AES),HLR3,
9560,AIRTEL,DL,2727,GSM,Please route Through BTSL (AES),HLR1,
9561,AIRTEL,MH,3006,GSM,Please route Through BTSL (AES),HLR3,
9562,IDEA,KL,3072,GSM,Please route Through BTSL (AES),HLR1,
9563,AIRCEL,WB,3061,GSM,Please route Through BTSL (AES),HLR3,
9564,VODAFONE,WB,4124,GSM,Please route Through BTSL (AES),HLR3,
9565,VODAFONE,UE,4104,GSM,Please route Through BTSL (AES),HLR1,
9566,AIRTEL,TN,3020,GSM,Please route Through BTSL (AES),HLR1,
9567,AIRTEL,KL,3003,GSM,Please route Through BTSL (AES),HLR1,
9568,IDEA,UW,3083,GSM,Please route Through BTSL (AES),HLR1,
9569,RELIANCE_GSM,PB,3139,GSM,Please route Through BTSL (AES),HLR2,
9570,VODAFONE,BH,4126,GSM,Please route Through BTSL (AES),HLR5,
9571,AIRTEL,RJ,3025,GSM,Please route Through BTSL (AES),HLR3,
9572,AIRTEL,BH,2726,GSM,Please route Through BTSL (AES),HLR4,
9573,AIRTEL,AP,2724,GSM,Please route Through BTSL (AES),HLR4,
9574,IDEA,GJ,3067,GSM,Please route Through BTSL (AES),HLR3,
9575,IDEA,MP,3074,GSM,Please route Through BTSL (AES),HLR3,
9576,IDEA,BH,2100,GSM,Please route Through BTSL (AES),HLR5,
9577,AIRCEL,AS,3048,GSM,Please route Through BTSL (AES),HLR1,
9578,AIRCEL,TN,2109,GSM,Please route Through BTSL (AES),CH HLR1,
9579,RELIANCE_GSM,MH,3137,GSM,Please route Through BTSL (AES),HLR2,
9580,RELIANCE_GSM,UE,3142,GSM,Please route Through BTSL (AES),HLR1,
9581,VODAFONE,AP,4109,GSM,Please route Through BTSL (AES),HLR2,
9582,VODAFONE,DL,4108,GSM,Please route Through BTSL (AES),HLR2,
9583,VODAFONE,OR,4191,GSM,Please route Through BTSL (AES),HLR1,
9584,VODAFONE,MP,4129,GSM,Please route Through BTSL (AES),HLR3,
9585,VODAFONE,TN,4101,GSM,Please route Through BTSL (AES),CH HLR1,
9586,VODAFONE,GJ,4106,GSM,Please route Through BTSL (AES),HLR3,
9587,VODAFONE,RJ,4103,GSM,Please route Through BTSL (AES),HLR1,
